pokemon_species_id,local_language_id,name,genus
68,5,Mackogneur,Pokémon Colosse
68,6,Machomei,Kraftprotz-Pokémon
68,7,Machamp,Pokémon Superpoder
68,8,Machamp,Pokémon Megaforza
68,9,Machamp,Superpower Pokémon
68,11,カイリキー,かいりきポケモン
68,12,怪力,怪力宝可梦
69,1,マダツボミ,フラワーポケモン
69,2,Madatsubomi,
69,3,모다피,꽃포켓몬
69,4,喇叭芽,花寶可夢
69,5,Chétiflor,Pokémon Fleur
69,6,Knofensa,Blume
69,7,Bellsprout,Pokémon Flor
69,8,Bellsprout,Pokémon Fiore
69,9,Bellsprout,Flower Pokémon
69,11,マダツボミ,フラワーポケモン
69,12,喇叭芽,花宝可梦
70,1,ウツドン,ハエとりポケモン
70,2,Utsudon,
70,3,우츠동,파리잡이포켓몬
70,4,口呆花,捕蠅寶可夢
70,5,Boustiflor,Pokémon Carnivore
70,6,Ultrigaria,Fliegentod
70,7,Weepinbell,Pokémon Matamoscas
70,8,Weepinbell,Pokémon Moschivoro
70,9,Weepinbell,Flycatcher Pokémon
70,11,ウツドン,ハエとりポケモン
70,12,口呆花,捕蝇宝可梦
71,1,ウツボット,ハエとりポケモン
71,2,Utsubot,
71,3,우츠보트,파리잡이포켓몬
71,4,大食花,捕蠅寶可夢
71,5,Empiflor,Pokémon Carnivore
71,6,Sarzenia,Fliegentod
71,7,Victreebel,Pokémon Matamoscas
71,8,Victreebel,Pokémon Moschivoro
71,9,Victreebel,Flycatcher Pokémon
71,11,ウツボット,ハエとりポケモン
71,12,大食花,捕蝇宝可梦
72,1,メノクラゲ,くらげポケモン
72,2,Menokurage,
72,3,왕눈해,해파리포켓몬
72,4,瑪瑙水母,水母寶可夢
72,5,Tentacool,Pokémon Mollusque
72,6,Tentacha,Quallen-Pokémon
72,7,Tentacool,Pokémon Medusa
72,8,Tentacool,Pokémon Medusa
72,9,Tentacool,Jellyfish Pokémon
72,11,メノクラゲ,くらげポケモン
72,12,玛瑙水母,水母宝可梦
73,1,ドククラゲ,くらげポケモン
73,2,Dokukurage,
73,3,독파리,해파리포켓몬
73,4,毒刺水母,水母寶可夢
73,5,Tentacruel,Pokémon Mollusque
73,6,Tentoxa,Quallen-Pokémon
73,7,Tentacruel,Pokémon Medusa
73,8,Tentacruel,Pokémon Medusa
73,9,Tentacruel,Jellyfish Pokémon
73,11,ドククラゲ,くらげポケモン
73,12,毒刺水母,水母宝可梦
74,1,イシツブテ,がんせきポケモン
74,2,Isitsubute,
74,3,꼬마돌,암석포켓몬
74,4,小拳石,岩石寶可夢
74,5,Racaillou,Pokémon Roche
74,6,Kleinstein,Gestein
74,7,Geodude,Pokémon Roca
74,8,Geodude,Pokémon Roccia
74,9,Geodude,Rock Pokémon
74,11,イシツブテ,がんせきポケモン
74,12,小拳石,岩石宝可梦
75,1,ゴローン,がんせきポケモン
75,2,Golone,
75,3,데구리,암석포켓몬
75,4,隆隆石,岩石寶可夢
75,5,Gravalanch,Pokémon Roche
75,6,Georok,Gestein
75,7,Graveler,Pokémon Roca
75,8,Graveler,Pokémon Roccia
75,9,Graveler,Rock Pokémon
75,11,ゴローン,がんせきポケモン
75,12,隆隆石,岩石宝可梦
76,1,ゴローニャ,メガトンポケモン
76,2,Golonya,
76,3,딱구리,메가톤포켓몬
76,4,隆隆岩,重量級寶可夢
76,5,Grolem,Pokémon Titanesque
76,6,Geowaz,Urgestein
76,7,Golem,Pokémon Megatón
76,8,Golem,Pokémon Megatone
76,9,Golem,Megaton Pokémon
76,11,ゴローニャ,メガトンポケモン
76,12,隆隆岩,重量级宝可梦
77,1,ポニータ,ひのうまポケモン
77,2,Ponyta,
77,3,포니타,불의말포켓몬
77,4,小火馬,火馬寶可夢
77,5,Ponyta,Pokémon Cheval Feu
77,6,Ponita,Feuerpferd-Pokémon
77,7,Ponyta,Pokémon Caballo Fuego
77,8,Ponyta,Pokémon Cavalfuoco
77,9,Ponyta,Fire Horse Pokémon
77,11,ポニータ,ひのうまポケモン
77,12,小火马,火马宝可梦
78,1,ギャロップ,ひのうまポケモン
78,2,Gallop,
78,3,날쌩마,불의말포켓몬
78,4,烈焰馬,火馬寶可夢
78,5,Galopa,Pokémon Cheval Feu
78,6,Gallopa,Feuerpferd-Pokémon
78,7,Rapidash,Pokémon Caballo Fuego
78,8,Rapidash,Pokémon Cavalfuoco
78,9,Rapidash,Fire Horse Pokémon
78,11,ギャロップ,ひのうまポケモン
78,12,烈焰马,火马宝可梦
79,1,ヤドン,まぬけポケモン
79,2,Yadon,
79,3,야돈,얼간이포켓몬
79,4,呆呆獸,憨憨寶可夢
79,5,Ramoloss,Pokémon Crétin
79,6,Flegmon,Schnarcher-Pokémon
79,7,Slowpoke,Pokémon Atontado
79,8,Slowpoke,Pokémon Ronfone
79,9,Slowpoke,Dopey Pokémon
79,11,ヤドン,まぬけポケモン
79,12,呆呆兽,憨憨宝可梦
80,1,ヤドラン,やどかりポケモン
80,2,Yadoran,
80,3,야도란,기생포켓몬
80,4,呆殼獸,寄居蟹寶可夢
80,5,Flagadoss,Pokémon Symbiose
80,6,Lahmus,Symbiose-Pokémon
80,7,Slowbro,Pokémon Ermitaño
80,8,Slowbro,Pokémon Paguro
80,9,Slowbro,Hermit Crab Pokémon
80,11,ヤドラン,やどかりポケモン
80,12,呆壳兽,寄居蟹宝可梦
81,1,コイル,じしゃくポケモン
81,2,Coil,
81,3,코일,자석포켓몬
81,4,小磁怪,磁鐵寶可夢
81,5,Magnéti,Pokémon Magnétique
81,6,Magnetilo,Magnet-Pokémon
81,7,Magnemite,Pokémon Imán
81,8,Magnemite,Pokémon Calamita
81,9,Magnemite,Magnet Pokémon
81,11,コイル,じしゃくポケモン
81,12,小磁怪,磁铁宝可梦
82,1,レアコイル,じしゃくポケモン
82,2,Rarecoil,
82,3,레어코일,자석포켓몬
82,4,三合一磁怪,磁鐵寶可夢
82,5,Magnéton,Pokémon Magnétique
82,6,Magneton,Magnet-Pokémon
82,7,Magneton,Pokémon Imán
82,8,Magneton,Pokémon Calamita
82,9,Magneton,Magnet Pokémon
82,11,レアコイル,じしゃくポケモン
82,12,三合一磁怪,磁铁宝可梦
83,1,カモネギ,かるがもポケモン
83,2,Kamonegi,
83,3,파오리,청둥오리포켓몬
83,4,大蔥鴨,黃嘴鴨寶可夢
83,5,Canarticho,Pokémon Canard Fou
83,6,Porenta,Wildenten-Pokémon
83,7,Farfetch’d,Pokémon Pato Salvaje
83,8,Farfetch’d,Pokémon Selvanatra
83,9,Farfetch’d,Wild Duck Pokémon
83,11,カモネギ,かるがもポケモン
83,12,大葱鸭,黄嘴鸭宝可梦
84,1,ドードー,ふたごどりポケモン
84,2,Dodo,
84,3,두두,쌍둥이새포켓몬
84,4,嘟嘟,兩頭鳥寶可夢
84,5,Doduo,Pokémon Duoiseau
84,6,Dodu,Duovogel
84,7,Doduo,Pokémon Ave Gemela
84,8,Doduo,Pokémon Biuccello
84,9,Doduo,Twin Bird Pokémon
84,11,ドードー,ふたごどりポケモン
84,12,嘟嘟,两头鸟宝可梦
85,1,ドードリオ,みつごどりポケモン
85,2,Dodorio,
85,3,두트리오,세쌍둥이새포켓몬
85,4,嘟嘟利,三頭鳥寶可夢
85,5,Dodrio,Pokémon Trioiseau
85,6,Dodri,Trivogel
85,7,Dodrio,Pokémon Ave Triple
85,8,Dodrio,Pokémon Triuccello
85,9,Dodrio,Triple Bird Pokémon
85,11,ドードリオ,みつごどりポケモン
85,12,嘟嘟利,三头鸟宝可梦
86,1,パウワウ,あしかポケモン
86,2,Pawou,
86,3,쥬쥬,강치포켓몬
86,4,小海獅,海獅寶可夢
86,5,Otaria,Pokémon Otarie
86,6,Jurob,Seehund
86,7,Seel,Pokémon León Marino
86,8,Seel,Pokémon Otaria
86,9,Seel,Sea Lion Pokémon
86,11,パウワウ,あしかポケモン
86,12,小海狮,海狮宝可梦
87,1,ジュゴン,あしかポケモン
87,2,Jugon,
87,3,쥬레곤,강치포켓몬
87,4,白海獅,海獅寶可夢
87,5,Lamantine,Pokémon Otarie
87,6,Jugong,Seehund
87,7,Dewgong,Pokémon León Marino
87,8,Dewgong,Pokémon Otaria
87,9,Dewgong,Sea Lion Pokémon
87,11,ジュゴン,あしかポケモン
87,12,白海狮,海狮宝可梦
88,1,ベトベター,ヘドロポケモン
88,2,Betbeter,
88,3,질퍽이,진흙포켓몬
88,4,臭泥,污泥寶可夢
88,5,Tadmorv,Pokémon Dégueu
88,6,Sleima,Schlamm
88,7,Grimer,Pokémon Lodo
88,8,Grimer,Pokémon Melma
88,9,Grimer,Sludge Pokémon
88,11,ベトベター,ヘドロポケモン
88,12,臭泥,污泥宝可梦
89,1,ベトベトン,ヘドロポケモン
89,2,Betbeton,
89,3,질뻐기,진흙포켓몬
89,4,臭臭泥,污泥寶可夢
89,5,Grotadmorv,Pokémon Dégueu
89,6,Sleimok,Schlamm
89,7,Muk,Pokémon Lodo
89,8,Muk,Pokémon Melma
89,9,Muk,Sludge Pokémon
89,11,ベトベトン,ヘドロポケモン
89,12,臭臭泥,污泥宝可梦
90,1,シェルダー,２まいがいポケモン
90,2,Shellder,
90,3,셀러,두조개포켓몬
90,4,大舌貝,雙殼貝寶可夢
90,5,Kokiyas,Pokémon Bivalve
90,6,Muschas,Muschel-Pokémon
90,7,Shellder,Pokémon Bivalvo
90,8,Shellder,Pokémon Bivalve
90,9,Shellder,Bivalve Pokémon
90,11,シェルダー,２まいがいポケモン
90,12,大舌贝,双壳贝宝可梦
91,1,パルシェン,２まいがいポケモン
91,2,Parshen,
91,3,파르셀,두조개포켓몬
91,4,刺甲貝,雙殼貝寶可夢
91,5,Crustabri,Pokémon Bivalve
91,6,Austos,Muschel-Pokémon
91,7,Cloyster,Pokémon Bivalvo
91,8,Cloyster,Pokémon Bivalve
91,9,Cloyster,Bivalve Pokémon
91,11,パルシェン,２まいがいポケモン
91,12,刺甲贝,双壳贝宝可梦
92,1,ゴース,ガスじょうポケモン
92,2,Ghos,
92,3,고오스,가스포켓몬
92,4,鬼斯,氣體狀寶可夢
92,5,Fantominus,Pokémon Gaz
92,6,Nebulak,Gas-Pokémon
92,7,Gastly,Pokémon Gas
92,8,Gastly,Pokémon Gas
92,9,Gastly,Gas Pokémon
92,11,ゴース,ガスじょうポケモン
92,12,鬼斯,气体状宝可梦
93,1,ゴースト,ガスじょうポケモン
93,2,Ghost,
93,3,고우스트,가스포켓몬
93,4,鬼斯通,氣體狀寶可夢
93,5,Spectrum,Pokémon Gaz
93,6,Alpollo,Gas-Pokémon
93,7,Haunter,Pokémon Gas
93,8,Haunter,Pokémon Gas
93,9,Haunter,Gas Pokémon
93,11,ゴースト,ガスじょうポケモン
93,12,鬼斯通,气体状宝可梦
94,1,ゲンガー,シャドーポケモン
94,2,Gangar,
94,3,팬텀,그림자포켓몬
94,4,耿鬼,影子寶可夢
94,5,Ectoplasma,Pokémon Ombre
94,6,Gengar,Schatten-Pokémon
94,7,Gengar,Pokémon Sombra
94,8,Gengar,Pokémon Ombra
94,9,Gengar,Shadow Pokémon
94,11,ゲンガー,シャドーポケモン
94,12,耿鬼,影子宝可梦
95,1,イワーク,いわへびポケモン
95,2,Iwark,
95,3,롱스톤,돌뱀포켓몬
95,4,大岩蛇,岩蛇寶可夢
95,5,Onix,Pokémon Serpenroc
95,6,Onix,Felsnatter-Pokémon
95,7,Onix,Pokémon Serpiente Roca
95,8,Onix,Pokémon Serpesasso
95,9,Onix,Rock Snake Pokémon
95,11,イワーク,いわへびポケモン
95,12,大岩蛇,岩蛇宝可梦
96,1,スリープ,さいみんポケモン
96,2,Sleep,
96,3,슬리프,최면포켓몬
96,4,催眠貘,催眠寶可夢
96,5,Soporifik,Pokémon Hypnose
96,6,Traumato,Hypnose
96,7,Drowzee,Pokémon Hipnosis
96,8,Drowzee,Pokémon Ipnosi
96,9,Drowzee,Hypnosis Pokémon
96,11,スリープ,さいみんポケモン
96,12,催眠貘,催眠宝可梦
97,1,スリーパー,さいみんポケモン
97,2,Sleeper,
97,3,슬리퍼,최면포켓몬
97,4,引夢貘人,催眠寶可夢
97,5,Hypnomade,Pokémon Hypnose
97,6,Hypno,Hypnose
97,7,Hypno,Pokémon Hipnosis
97,8,Hypno,Pokémon Ipnosi
97,9,Hypno,Hypnosis Pokémon
97,11,スリーパー,さいみんポケモン
97,12,引梦貘人,催眠宝可梦
98,1,クラブ,さわがにポケモン
98,2,Crab,
98,3,크랩,게포켓몬
98,4,大鉗蟹,清水蟹寶可夢
98,5,Krabby,Pokémon Doux Crabe
98,6,Krabby,Krabben-Pokémon
98,7,Krabby,Pokémon Cangrejo
98,8,Krabby,Pokémon Granchio
98,9,Krabby,River Crab Pokémon
98,11,クラブ,さわがにポケモン
98,12,大钳蟹,清水蟹宝可梦
99,1,キングラー,はさみポケモン
99,2,Kingler,
99,3,킹크랩,집게포켓몬
99,4,巨鉗蟹,鉗子寶可夢
99,5,Krabboss,Pokémon Pince
99,6,Kingler,Kneifer-Pokémon
99,7,Kingler,Pokémon Tenaza
99,8,Kingler,Pokémon Chela
99,9,Kingler,Pincer Pokémon
99,11,キングラー,はさみポケモン
99,12,巨钳蟹,钳子宝可梦
100,1,ビリリダマ,ボールポケモン
100,2,Biriridama,
100,3,찌리리공,볼포켓몬
100,4,霹靂電球,球寶可夢
100,5,Voltorbe,Pokémon Balle
100,6,Voltobal,Ball
100,7,Voltorb,Pokémon Bola
100,8,Voltorb,Pokémon Ball
100,9,Voltorb,Ball Pokémon
100,11,ビリリダマ,ボールポケモン
100,12,霹雳电球,球宝可梦
101,1,マルマイン,ボールポケモン
101,2,Marumine,
101,3,붐볼,볼포켓몬
101,4,頑皮雷彈,球寶可夢
101,5,Électrode,Pokémon Balle
101,6,Lektrobal,Ball
101,7,Electrode,Pokémon Bola
101,8,Electrode,Pokémon Ball
101,9,Electrode,Ball Pokémon
101,11,マルマイン,ボールポケモン
101,12,顽皮雷弹,球宝可梦
102,1,タマタマ,たまごポケモン
102,2,Tamatama,
102,3,아라리,알포켓몬
102,4,蛋蛋,蛋寶可夢
102,5,Noeunoeuf,Pokémon Œuf
102,6,Owei,Ei-Pokémon
102,7,Exeggcute,Pokémon Huevo
102,8,Exeggcute,Pokémon Uovo
102,9,Exeggcute,Egg Pokémon
102,11,タマタマ,たまごポケモン
102,12,蛋蛋,蛋宝可梦
103,1,ナッシー,やしのみポケモン
103,2,Nassy,
103,3,나시,야자열매포켓몬
103,4,椰蛋樹,椰子寶可夢
103,5,Noadkoko,Pokémon Fruitpalme
103,6,Kokowei,Palmfrucht-Pokémon
103,7,Exeggutor,Pokémon Coco
103,8,Exeggutor,Pokémon Nocecocco
103,9,Exeggutor,Coconut Pokémon
103,11,ナッシー,やしのみポケモン
103,12,椰蛋树,椰子宝可梦
104,1,カラカラ,こどくポケモン
104,2,Karakara,
104,3,탕구리,고독포켓몬
104,4,卡拉卡拉,孤獨寶可夢
104,5,Osselait,Pokémon Solitaire
104,6,Tragosso,Einsam-Pokémon
104,7,Cubone,Pokémon Solitario
104,8,Cubone,Pokémon Solitario
104,9,Cubone,Lonely Pokémon
104,11,カラカラ,こどくポケモン
104,12,卡拉卡拉,孤独宝可梦
105,1,ガラガラ,ほねずきポケモン
105,2,Garagara,
105,3,텅구리,뼈다귀포켓몬
105,4,嘎啦嘎啦,愛骨寶可夢
105,5,Ossatueur,Pokémon Gard’Os
105,6,Knogga,Knochenfan-Pokémon
105,7,Marowak,Pokémon Apilahueso
105,8,Marowak,Pokémon Guardaossi
105,9,Marowak,Bone Keeper Pokémon
105,11,ガラガラ,ほねずきポケモン
105,12,嘎啦嘎啦,爱骨宝可梦
106,1,サワムラー,キックポケモン
106,2,Sawamular,
106,3,시라소몬,킥포켓몬
106,4,飛腿郎,踢腿寶可夢
106,5,Kicklee,Pokémon Latteur
106,6,Kicklee,Kicker-Pokémon
106,7,Hitmonlee,Pokémon Patada
106,8,Hitmonlee,Pokémon Tiracalci
106,9,Hitmonlee,Kicking Pokémon
106,11,サワムラー,キックポケモン
106,12,飞腿郎,踢腿宝可梦
107,1,エビワラー,パンチポケモン
107,2,Ebiwalar,
107,3,홍수몬,펀치포켓몬
107,4,快拳郎,拳擊寶可夢
107,5,Tygnon,Pokémon Puncheur
107,6,Nockchan,Puncher-Pokémon
107,7,Hitmonchan,Pokémon Puñetazo
107,8,Hitmonchan,Pokémon Tirapugni
107,9,Hitmonchan,Punching Pokémon
107,11,エビワラー,パンチポケモン
107,12,快拳郎,拳击宝可梦
108,1,ベロリンガ,なめまわしポケモン
108,2,Beroringa,
108,3,내루미,핥기포켓몬
108,4,大舌頭,舔舔寶可夢
108,5,Excelangue,Pokémon Lécheur
108,6,Schlurp,Schlecker-Pokémon
108,7,Lickitung,Pokémon Lametazo
108,8,Lickitung,Pokémon Linguaccia
108,9,Lickitung,Licking Pokémon
108,11,ベロリンガ,なめまわしポケモン
108,12,大舌头,舔舔宝可梦
109,1,ドガース,どくガスポケモン
109,2,Dogars,
109,3,또가스,독가스포켓몬
109,4,瓦斯彈,毒氣寶可夢
109,5,Smogo,Pokémon Gaz Mortel
109,6,Smogon,Giftwolken-Pokémon
109,7,Koffing,Pokémon Gas Venenoso
109,8,Koffing,Pokémon Velenuvola
109,9,Koffing,Poison Gas Pokémon
109,11,ドガース,どくガスポケモン
109,12,瓦斯弹,毒气宝可梦
110,1,マタドガス,どくガスポケモン
110,2,Matadogas,
110,3,또도가스,독가스포켓몬
110,4,雙彈瓦斯,毒氣寶可夢
110,5,Smogogo,Pokémon Gaz Mortel
110,6,Smogmog,Giftwolken-Pokémon
110,7,Weezing,Pokémon Gas Venenoso
110,8,Weezing,Pokémon Velenuvola
110,9,Weezing,Poison Gas Pokémon
110,11,マタドガス,どくガスポケモン
110,12,双弹瓦斯,毒气宝可梦
111,1,サイホーン,とげとげポケモン
111,2,Sihorn,
111,3,뿔카노,뿔포켓몬
111,4,獨角犀牛,尖尖寶可夢
111,5,Rhinocorne,Pokémon Piquant
111,6,Rihorn,Stachler-Pokémon
111,7,Rhyhorn,Pokémon Clavos
111,8,Rhyhorn,Pokémon Punzoni
111,9,Rhyhorn,Spikes Pokémon
111,11,サイホーン,とげとげポケモン
111,12,独角犀牛,尖尖宝可梦
112,1,サイドン,ドリルポケモン
112,2,Sidon,
112,3,코뿌리,드릴포켓몬
112,4,鑽角犀獸,鑽錐寶可夢
112,5,Rhinoféros,Pokémon Perceur
112,6,Rizeros,Bohrer-Pokémon
112,7,Rhydon,Pokémon Taladro
112,8,Rhydon,Pokémon Trapano
112,9,Rhydon,Drill Pokémon
112,11,サイドン,ドリルポケモン
112,12,钻角犀兽,钻锥宝可梦
113,1,ラッキー,たまごポケモン
113,2,Lucky,
113,3,럭키,알포켓몬
113,4,吉利蛋,蛋寶可夢
113,5,Leveinard,Pokémon Œuf
113,6,Chaneira,Ei-Pokémon
113,7,Chansey,Pokémon Huevo
113,8,Chansey,Pokémon Uovo
113,9,Chansey,Egg Pokémon
113,11,ラッキー,たまごポケモン
113,12,吉利蛋,蛋宝可梦
114,1,モンジャラ,ツルじょうポケモン
114,2,Monjara,
114,3,덩쿠리,넝쿨포켓몬
114,4,蔓藤怪,藤蔓狀寶可夢
114,5,Saquedeneu,Pokémon Vigne
114,6,Tangela,Ranken-Pokémon
114,7,Tangela,Pokémon Enredadera
114,8,Tangela,Pokémon Liana
114,9,Tangela,Vine Pokémon
114,11,モンジャラ,ツルじょうポケモン
114,12,蔓藤怪,藤蔓状宝可梦
115,1,ガルーラ,おやこポケモン
115,2,Garura,
115,3,캥카,가족포켓몬
115,4,袋獸,親子寶可夢
115,5,Kangourex,Pokémon Maternel
115,6,Kangama,Muttertier-Pokémon
115,7,Kangaskhan,Pokémon Maternal
115,8,Kangaskhan,Pokémon Genitore
115,9,Kangaskhan,Parent Pokémon
115,11,ガルーラ,おやこポケモン
115,12,袋兽,亲子宝可梦
116,1,タッツー,ドラゴンポケモン
116,2,Tattu,
116,3,쏘드라,드래곤포켓몬
116,4,墨海馬,龍寶可夢
116,5,Hypotrempe,Pokémon Dragon
116,6,Seeper,Drachen-Pokémon
116,7,Horsea,Pokémon Dragón
116,8,Horsea,Pokémon Drago
116,9,Horsea,Dragon Pokémon
116,11,タッツー,ドラゴンポケモン
116,12,墨海马,龙宝可梦
117,1,シードラ,ドラゴンポケモン
117,2,Seadra,
117,3,시드라,드래곤포켓몬
117,4,海刺龍,龍寶可夢
117,5,Hypocéan,Pokémon Dragon
117,6,Seemon,Drachen-Pokémon
117,7,Seadra,Pokémon Dragón
117,8,Seadra,Pokémon Drago
117,9,Seadra,Dragon Pokémon
117,11,シードラ,ドラゴンポケモン
117,12,海刺龙,龙宝可梦
118,1,トサキント,きんぎょポケモン
118,2,Tosakinto,
118,3,콘치,금붕어포켓몬
118,4,角金魚,金魚寶可夢
118,5,Poissirène,Pokémon Poisson
118,6,Goldini,Goldfisch-Pokémon
118,7,Goldeen,Pokémon Pez Color
118,8,Goldeen,Pokémon Pescerosso
118,9,Goldeen,Goldfish Pokémon
118,11,トサキント,きんぎょポケモン
118,12,角金鱼,金鱼宝可梦
119,1,アズマオウ,きんぎょポケモン
119,2,Azumao,
119,3,왕콘치,금붕어포켓몬
119,4,金魚王,金魚寶可夢
119,5,Poissoroy,Pokémon Poisson
119,6,Golking,Goldfisch-Pokémon
119,7,Seaking,Pokémon Pez Color
119,8,Seaking,Pokémon Pescerosso
119,9,Seaking,Goldfish Pokémon
119,11,アズマオウ,きんぎょポケモン
119,12,金鱼王,金鱼宝可梦
120,1,ヒトデマン,ほしがたポケモン
120,2,Hitodeman,
120,3,별가사리,별포켓몬
120,4,海星星,星形寶可夢
120,5,Stari,Pokémon Étoile
120,6,Sterndu,Sternform-Pokémon
120,7,Staryu,Pokémon Estrella
120,8,Staryu,Pokémon Stella
120,9,Staryu,Star Shape Pokémon
120,11,ヒトデマン,ほしがたポケモン
120,12,海星星,星形宝可梦
121,1,スターミー,なぞのポケモン
121,2,Starmie,
121,3,아쿠스타,수수께끼포켓몬
121,4,寶石海星,謎寶可夢
121,5,Staross,Pokémon Mystérieux
121,6,Starmie,Mysteriös-Pokémon
121,7,Starmie,Pokémon Misterioso
121,8,Starmie,Pokémon Misterioso
121,9,Starmie,Mysterious Pokémon
121,11,スターミー,なぞのポケモン
121,12,宝石海星,谜宝可梦
122,1,バリヤード,バリアーポケモン
122,2,Barrierd,
122,3,마임맨,배리어포켓몬
122,4,魔牆人偶,屏障寶可夢
122,5,M. Mime,Pokémon Bloqueur
122,6,Pantimos,Sperren-Pokémon
122,7,Mr. Mime,Pokémon Barrera
122,8,Mr. Mime,Pokémon Barriera
122,9,Mr. Mime,Barrier Pokémon
122,11,バリヤード,バリアーポケモン
122,12,魔墙人偶,屏障宝可梦
123,1,ストライク,かまきりポケモン
123,2,Strike,
123,3,스라크,버마재비포켓몬
123,4,飛天螳螂,螳螂寶可夢
123,5,Insécateur,Pokémon Mante
123,6,Sichlor,Mantis-Pokémon
123,7,Scyther,Pokémon Mantis
123,8,Scyther,Pokémon Mantide
123,9,Scyther,Mantis Pokémon
123,11,ストライク,かまきりポケモン
123,12,飞天螳螂,螳螂宝可梦
124,1,ルージュラ,ひとがたポケモン
124,2,Rougela,
124,3,루주라,인간형태포켓몬
124,4,迷唇姐,人形寶可夢
124,5,Lippoutou,Pokémon Humanoïde
124,6,Rossana,Humanotyp-Pokémon
124,7,Jynx,Pokémon Forma Humana
124,8,Jynx,Pokémon Umanoide
124,9,Jynx,Human Shape Pokémon
124,11,ルージュラ,ひとがたポケモン
124,12,迷唇姐,人形宝可梦
125,1,エレブー,でんげきポケモン
125,2,Eleboo,
125,3,에레브,전기포켓몬
125,4,電擊獸,電擊寶可夢
125,5,Élektek,Pokémon Électrique
125,6,Elektek,Elektro-Pokémon
125,7,Electabuzz,Pokémon Eléctrico
125,8,Electabuzz,Pokémon Elettrico
125,9,Electabuzz,Electric Pokémon
125,11,エレブー,でんげきポケモン
125,12,电击兽,电击宝可梦
126,1,ブーバー,ひふきポケモン
126,2,Boober,
126,3,마그마,불뿜기포켓몬
126,4,鴨嘴火獸,吐火寶可夢
126,5,Magmar,Pokémon Crache-Feu
126,6,Magmar,Brenner-Pokémon
126,7,Magmar,Pokémon Escupefuego
126,8,Magmar,Pokémon Sputafuoco
126,9,Magmar,Spitfire Pokémon
126,11,ブーバー,ひふきポケモン
126,12,鸭嘴火兽,吐火宝可梦
127,1,カイロス,くわがたポケモン
127,2,Kailios,
127,3,쁘사이저,뿔집게포켓몬
127,4,凱羅斯,鍬形蟲寶可夢
127,5,Scarabrute,Pokémon Scarabée
127,6,Pinsir,Kneifkäfer-Pokémon
127,7,Pinsir,Pokémon Escarabajo
127,8,Pinsir,Pokémon Cervolante
127,9,Pinsir,Stag Beetle Pokémon
127,11,カイロス,くわがたポケモン
127,12,凯罗斯,锹形虫宝可梦
128,1,ケンタロス,あばれうしポケモン
128,2,Kentauros,
128,3,켄타로스,성난소포켓몬
128,4,肯泰羅,暴牛寶可夢
128,5,Tauros,Pokémon Buffle
128,6,Tauros,Wildbullen-Pokémon
128,7,Tauros,Pokémon Toro Bravo
128,8,Tauros,Pokémon Torobrado
128,9,Tauros,Wild Bull Pokémon
128,11,ケンタロス,あばれうしポケモン
128,12,肯泰罗,暴牛宝可梦
129,1,コイキング,さかなポケモン
129,2,Koiking,
129,3,잉어킹,물고기포켓몬
129,4,鯉魚王,魚寶可夢
129,5,Magicarpe,Pokémon Poisson
129,6,Karpador,Fisch-Pokémon
129,7,Magikarp,Pokémon Pez
129,8,Magikarp,Pokémon Pesce
129,9,Magikarp,Fish Pokémon
129,11,コイキング,さかなポケモン
129,12,鲤鱼王,鱼宝可梦
130,1,ギャラドス,きょうあくポケモン
