pokemon_id,stat_id,base_stat,effort
10122,1,77,0
10122,2,70,0
10122,3,90,0
10122,4,145,3
10122,5,75,0
10122,6,43,0
10123,1,75,0
10123,2,70,0
10123,3,70,0
10123,4,98,2
10123,5,70,0
10123,6,93,0
10124,1,75,0
10124,2,70,0
10124,3,70,0
10124,4,98,2
10124,5,70,0
10124,6,93,0
10125,1,75,0
10125,2,70,0
10125,3,70,0
10125,4,98,2
10125,5,70,0
10125,6,93,0
10126,1,85,0
10126,2,115,2
10126,3,75,0
10126,4,55,0
10126,5,75,0
10126,6,82,0
10127,1,45,1
10127,2,140,0
10127,3,130,0
10127,4,140,0
10127,5,135,0
10127,6,30,0
10128,1,70,0
10128,2,105,2
10128,3,90,0
10128,4,80,0
10128,5,90,0
10128,6,45,0
10129,1,68,0
10129,2,64,0
10129,3,60,0
10129,4,111,0
10129,5,60,0
10129,6,117,2
10130,1,60,0
10130,2,60,0
10130,3,100,1
10130,4,60,0
10130,5,100,1
10130,6,60,0
10131,1,60,0
10131,2,60,0
10131,3,100,1
10131,4,60,0
10131,5,100,1
10131,6,60,0
10132,1,60,0
10132,2,60,0
10132,3,100,1
10132,4,60,0
10132,5,100,1
10132,6,60,0
10133,1,60,0
10133,2,60,0
10133,3,100,1
10133,4,60,0
10133,5,100,1
10133,6,60,0
10134,1,60,0
10134,2,60,0
10134,3,100,1
10134,4,60,0
10134,5,100,1
10134,6,60,0
10135,1,60,0
10135,2,60,0
10135,3,100,1
10135,4,60,0
10135,5,100,1
10135,6,60,0
10136,1,60,0
10136,2,100,1
10136,3,60,0
10136,4,100,1
10136,5,60,0
10136,6,120,0
10137,1,60,0
10137,2,100,1
10137,3,60,0
10137,4,100,1
10137,5,60,0
10137,6,120,0
10138,1,60,0
10138,2,100,1
10138,3,60,0
10138,4,100,1
10138,5,60,0
10138,6,120,0
10139,1,60,0
10139,2,100,1
10139,3,60,0
10139,4,100,1
10139,5,60,0
10139,6,120,0
10140,1,60,0
10140,2,100,1
10140,3,60,0
10140,4,100,1
10140,5,60,0
10140,6,120,0
10141,1,60,0
10141,2,100,1
10141,3,60,0
10141,4,100,1
10141,5,60,0
10141,6,120,0
10142,1,60,0
10142,2,100,1
10142,3,60,0
10142,4,100,1
10142,5,60,0
10142,6,120,0
10143,1,55,0
10143,2,90,0
10143,3,80,0
10143,4,50,0
10143,5,105,2
10143,6,96,0
10144,1,55,0
10144,2,90,0
10144,3,80,0
10144,4,50,0
10144,5,105,2
10144,6,96,0
10145,1,55,0
10145,2,90,0
10145,3,80,0
10145,4,50,0
10145,5,105,2
10145,6,96,0
10146,1,75,0
10146,2,110,0
10146,3,125,3
10146,4,100,0
10146,5,105,0
10146,6,85,0
10147,1,80,0
10147,2,95,0
10147,3,115,0
10147,4,130,3
10147,5,115,0
10147,6,65,0
10148,1,35,0
10148,2,55,0
10148,3,40,0
10148,4,50,0
10148,5,50,0
10148,6,90,2
10149,1,60,0
10149,2,80,0
10149,3,110,2
10149,4,50,0
10149,5,80,0
10149,6,45,0
10150,1,60,0
10150,2,55,0
10150,3,60,0
10150,4,95,0
10150,5,70,0
10150,6,124,2
10151,1,45,0
10151,2,65,1
10151,3,40,0
10151,4,30,0
10151,5,40,0
10151,6,60,0
10152,1,75,0
10152,2,117,2
10152,3,65,0
10152,4,55,0
10152,5,65,0
10152,6,110,0
10153,1,68,0
10153,2,70,0
10153,3,92,0
10153,4,50,0
10153,5,132,2
10153,6,42,0
10154,1,65,0
10154,2,98,2
10154,3,63,0
10154,4,40,0
10154,5,73,0
10154,6,96,0
10155,1,97,0
10155,2,157,3
10155,3,127,0
10155,4,113,0
10155,5,109,0
10155,6,77,0
10156,1,97,0
10156,2,113,0
10156,3,109,0
10156,4,157,3
10156,5,127,0
10156,6,77,0
10157,1,97,0
10157,2,167,1
10157,3,97,0
10157,4,167,1
10157,5,97,0
10157,6,129,1
10158,1,45,0
10158,2,80,0
10158,3,50,0
10158,4,75,0
10158,5,60,0
10158,6,120,2
10159,1,65,0
10159,2,75,0
10159,3,70,0
10159,4,65,0
10159,5,85,1
10159,6,75,0
10160,1,35,0
10160,2,55,0
10160,3,40,0
10160,4,50,0
10160,5,50,0
10160,6,90,2
10161,1,50,0
10161,2,65,1
10161,3,55,0
10161,4,40,0
10161,5,40,0
10161,6,40,0
10162,1,50,0
10162,2,85,0
10162,3,55,0
10162,4,65,0
10162,5,65,0
10162,6,90,1
10163,1,65,0
10163,2,100,0
10163,3,70,0
10163,4,80,0
10163,5,80,0
10163,6,105,2
10164,1,90,1
10164,2,65,0
10164,3,65,0
10164,4,40,0
10164,5,40,0
10164,6,15,0
10165,1,95,0
10165,2,100,2
10165,3,95,0
10165,4,100,0
10165,5,70,0
10165,6,30,0
10166,1,52,0
10166,2,95,1
10166,3,55,0
10166,4,58,0
10166,5,62,0
10166,6,55,0
10167,1,65,0
10167,2,90,0
10167,3,120,2
10167,4,85,0
10167,5,70,0
10167,6,60,0
10168,1,50,0
10168,2,65,0
10168,3,65,0
10168,4,90,0
10168,5,90,0
10168,6,100,2
10169,1,90,0
10169,2,85,0
10169,3,85,0
10169,4,125,3
10169,5,100,0
10169,6,95,0
10170,1,90,0
10170,2,125,3
10170,3,90,0
10170,4,85,0
10170,5,90,0
10170,6,100,0
10171,1,90,0
10171,2,85,0
10171,3,90,0
10171,4,100,0
10171,5,125,3
10171,6,90,0
10172,1,95,0
10172,2,65,0
10172,3,80,0
10172,4,110,0
10172,5,110,2
10172,6,30,0
10173,1,60,0
10173,2,55,0
10173,3,100,0
10173,4,65,0
10173,5,100,1
10173,6,30,0
10174,1,38,0
10174,2,30,0
10174,3,41,0
10174,4,30,0
10174,5,41,0
10174,6,60,1
10175,1,78,0
10175,2,70,0
10175,3,61,0
10175,4,50,0
10175,5,61,0
10175,6,100,2
10176,1,70,0
10176,2,90,1
10176,3,45,0
10176,4,15,0
10176,5,45,0
10176,6,50,0
10177,1,105,0
10177,2,140,2
10177,3,55,0
10177,4,30,0
10177,5,55,0
10177,6,95,0
10178,1,105,0
10178,2,160,0
10178,3,55,0
10178,4,30,2
10178,5,55,0
10178,6,135,0
10179,1,38,0
10179,2,55,0
10179,3,85,1
10179,4,30,0
10179,5,65,0
10179,6,30,0
10180,1,109,2
10180,2,81,0
10180,3,99,0
10180,4,66,0
10180,5,84,0
10180,6,32,0
10181,1,54,3
10181,2,100,0
10181,3,71,0
10181,4,61,0
10181,5,85,0
10181,6,115,0
10182,1,70,0
10182,2,85,0
10182,3,55,0
10182,4,85,0
10182,5,95,2
10182,6,85,0
10183,1,70,0
10183,2,85,0
10183,3,55,0
10183,4,85,0
10183,5,95,2
10183,6,85,0
10184,1,75,0
10184,2,98,0
10184,3,70,0
10184,4,114,2
10184,5,70,0
10184,6,75,0
10185,1,75,0
10185,2,80,0
10185,3,70,2
10185,4,65,0
10185,5,50,0
10185,6,130,0
10186,1,70,0
10186,2,55,0
10186,3,65,0
10186,4,95,0
10186,5,105,2
10186,6,85,0
10187,1,58,0
10187,2,95,0
10187,3,58,0
10187,4,70,0
10187,5,58,0
10187,6,97,2
10188,1,92,0
10188,2,150,0
10188,3,115,0
10188,4,80,0
10188,5,115,0
10188,6,148,3
10189,1,92,0
10189,2,120,0
10189,3,140,0
10189,4,80,0
10189,5,140,0
10189,6,128,3
10190,1,255,3
10190,2,115,0
10190,3,250,0
10190,4,125,0
10190,5,250,0
10190,6,130,0
10191,1,100,0
10191,2,130,3
10191,3,100,0
10191,4,63,0
10191,5,60,0
10191,6,97,0
10192,1,105,0
10192,2,120,3
10192,3,105,0
10192,4,70,0
10192,5,95,0
10192,6,105,0
10193,1,100,0
10193,2,165,3
10193,3,150,0
10193,4,85,0
10193,5,130,0
10193,6,50,0
10194,1,100,0
10194,2,85,0
10194,3,80,0
10194,4,165,3
10194,5,100,0
10194,6,150,0
10195,1,80,0
10195,2,82,0
10195,3,83,0
10195,4,100,2
10195,5,100,1
10195,6,80,0
10196,1,78,0
10196,2,84,0
10196,3,78,0
10196,4,109,3
10196,5,85,0
10196,6,100,0
10197,1,79,0
10197,2,83,0
10197,3,100,0
10197,4,85,0
10197,5,105,3
10197,6,78,0
10198,1,60,0
10198,2,45,0
10198,3,50,0
10198,4,90,2
10198,5,80,1
10198,6,70,0
10199,1,35,0
10199,2,55,0
10199,3,40,0
10199,4,50,0
10199,5,50,0
10199,6,90,2
10200,1,40,0
10200,2,45,0
10200,3,35,0
10200,4,40,0
10200,5,40,0
10200,6,90,1
10201,1,90,0
10201,2,130,3
10201,3,80,0
10201,4,65,0
10201,5,85,0
10201,6,55,0
10202,1,60,0
10202,2,65,0
10202,3,60,0
10202,4,130,3
10202,5,75,0
10202,6,110,0
10203,1,55,0
10203,2,130,2
10203,3,115,0
10203,4,50,0
10203,5,50,0
10203,6,75,0
10204,1,130,2
10204,2,85,0
10204,3,80,0
10204,4,85,0
10204,5,95,0
10204,6,60,0
10205,1,55,0
10205,2,55,0
10205,3,50,0
10205,4,45,0
10205,5,65,1
10205,6,55,0
10206,1,160,2
10206,2,110,0
10206,3,65,0
10206,4,65,0
10206,5,110,0
10206,6,30,0
10207,1,80,0
10207,2,95,2
10207,3,82,0
10207,4,60,0
10207,5,82,0
10207,6,75,0
10208,1,135,0
10208,2,143,3
10208,3,143,0
10208,4,80,0
10208,5,65,0
10208,6,34,0
10209,1,100,0
10209,2,125,3
10209,3,90,0
10209,4,60,0
10209,5,70,0
10209,6,85,0
10210,1,80,0
10210,2,116,0
10210,3,75,0
10210,4,65,0
10210,5,75,0
10210,6,119,3
10211,1,70,0
10211,2,85,0
10211,3,65,0
10211,4,125,0
10211,5,65,0
10211,6,120,3
10212,1,98,0
10212,2,87,0
10212,3,105,3
10212,4,53,0
10212,5,85,0
10212,6,67,0
10213,1,60,0
10213,2,45,0
10213,3,110,0
10213,4,80,0
10213,5,120,3
10213,6,90,0
10214,1,90,0
10214,2,115,2
10214,3,90,0
10214,4,48,0
10214,5,68,0
10214,6,74,0
10215,1,110,0
10215,2,80,0
10215,3,120,3
10215,4,80,0
10215,5,90,0
10215,6,30,0
10216,1,70,0
10216,2,110,2
10216,3,80,0
10216,4,95,0
10216,5,60,0
10216,6,70,0
10217,1,110,2
10217,2,85,0
10217,3,80,0
10217,4,100,0
10217,5,80,0
10217,6,30,0
10218,1,72,0
10218,2,107,0
10218,3,125,2
10218,4,65,0
10218,5,70,0
10218,6,71,0
10219,1,75,0
10219,2,98,0
10219,3,70,0
10219,4,114,2
10219,5,70,0
10219,6,75,0
10220,1,100,0
10220,2,115,2
10220,3,65,0
10220,4,90,0
10220,5,90,0
10220,6,65,0
10221,1,57,0
10221,2,90,0
10221,3,95,0
10221,4,136,3
10221,5,103,0
10221,6,29,0
10222,1,95,0
10222,2,120,3
10222,3,65,0
10222,4,95,0
10222,5,75,0
10222,6,60,0
10223,1,65,0
10223,2,60,0
10223,3,75,0
10223,4,110,0
10223,5,121,2
10223,6,64,0
10224,1,122,0
10224,2,130,2
10224,3,69,0
10224,4,80,0
10224,5,69,0
10224,6,30,0
10225,1,70,0
10225,2,95,0
10225,3,115,0
10225,4,120,2
10225,5,50,0
10225,6,85,0
10226,1,100,0
10226,2,130,3
10226,3,100,0
10226,4,63,0
10226,5,60,0
10226,6,97,0
10227,1,100,0
10227,2,130,3
10227,3,100,0
10227,4,63,0
10227,5,60,0
10227,6,97,0
10228,1,75,0
10228,2,98,0
10228,3,70,0
10228,4,114,2
10228,5,70,0
10228,6,75,0
10229,1,60,0
10229,2,75,1
10229,3,45,0
10229,4,65,0
10229,5,50,0
10229,6,55,0
10230,1,95,0
10230,2,115,2
10230,3,80,0
10230,4,95,0
10230,5,80,0
10230,6,90,0
10231,1,40,0
10231,2,30,0
10231,3,50,0
10231,4,55,0
10231,5,55,0
10231,6,100,1
10232,1,60,0
10232,2,50,0
10232,3,70,0
10232,4,80,0
10232,5,80,0
10232,6,150,2
10233,1,73,0
10233,2,84,0
10233,3,78,0
10233,4,119,3
10233,5,85,0
10233,6,95,0
10234,1,65,0
10234,2,95,1
10234,3,85,0
10234,4,55,0
10234,5,55,0
10234,6,85,0
10235,1,55,0
10235,2,95,0
10235,3,55,0
10235,4,35,0
10235,5,75,0
10235,6,115,1
10236,1,90,0
10236,2,108,0
10236,3,80,0
10236,4,100,3
10236,5,65,0
10236,6,85,0
10237,1,70,0
10237,2,105,0
10237,3,75,0
10237,4,50,2
10237,5,75,0
10237,6,105,0
10238,1,35,0
10238,2,60,0
10238,3,40,0
10238,4,85,1
10238,5,40,0
10238,6,70,0
10239,1,55,0
10239,2,100,0
10239,3,60,0
10239,4,125,2
10239,5,60,0
10239,6,110,0
10240,1,110,0
10240,2,83,2
10240,3,70,0
10240,4,112,0
10240,5,70,0
10240,6,65,0
10241,1,58,0
10241,2,75,0
10241,3,83,0
10241,4,83,0
10241,5,113,2
10241,6,40,0
10242,1,80,0
10242,2,100,0
10242,3,100,0
10242,4,110,0
10242,5,150,3
10242,6,60,0
10243,1,95,0
10243,2,127,0
10243,3,184,2
10243,4,34,0
10243,5,36,0
10243,6,38,0
10244,1,88,0
10244,2,112,3
10244,3,80,0
10244,4,95,0
10244,5,95,0
10244,6,60,0
10245,1,100,0
10245,2,100,0
10245,3,120,0
10245,4,150,3
10245,5,120,0
10245,6,90,0
10246,1,90,0
10246,2,100,0
10246,3,100,0
10246,4,150,3
10246,5,120,0
10246,6,120,0
10247,1,70,0
10247,2,92,0
10247,3,65,0
10247,4,80,0
10247,5,55,0
10247,6,98,2
10248,1,120,2
10248,2,92,0
10248,3,65,0
10248,4,100,0
10248,5,75,0
10248,6,78,0
10249,1,74,0
10249,2,115,3
10249,3,110,0
10249,4,135,0
10249,5,100,0
10249,6,46,0
10250,1,75,0
10250,2,110,2
10250,3,105,0
10250,4,30,0
10250,5,70,0
10250,6,100,0
10251,1,75,0
10251,2,110,2
10251,3,105,0
10251,4,30,0
10251,5,70,0
10251,6,100,0
10252,1,75,0
10252,2,110,2
10252,3,105,0
10252,4,30,0
10252,5,70,0
10252,6,100,0
10253,1,55,1
10253,2,45,0
10253,3,45,0
10253,4,25,0
10253,5,25,0
10253,6,15,0
10254,1,115,2
10254,2,90,0
10254,3,70,0
10254,4,59,0
10254,5,90,0
10254,6,65,0
10255,1,125,2
10255,2,100,0
10255,3,80,0
10255,4,85,0
10255,5,75,0
10255,6,55,0
10256,1,100,2
10256,2,160,0
10256,3,97,0
10256,4,106,0
10256,5,87,0
10256,6,100,0
10257,1,74,0
10257,2,75,0
10257,3,70,0
10257,4,65,0
10257,5,75,0
10257,6,111,2
10258,1,68,0
10258,2,50,0
10258,3,60,0
10258,4,120,2
10258,5,95,0
10258,6,82,0
10259,1,68,0
10259,2,50,0
10259,3,60,0
10259,4,120,2
10259,5,95,0
10259,6,82,0
10260,1,82,0
10260,2,96,1
10260,3,51,0
10260,4,45,0
10260,5,51,0
10260,6,92,0
10261,1,82,0
10261,2,96,1
10261,3,51,0
10261,4,45,0
10261,5,51,0
10261,6,92,0
10262,1,82,0
10262,2,96,1
10262,3,51,0
10262,4,45,0
10262,5,51,0
10262,6,92,0
10263,1,45,0
10263,2,30,0
10263,3,25,0
10263,4,75,1
10263,5,45,0
10263,6,80,0
10264,1,100,0
10264,2,135,3
10264,3,115,0
10264,4,85,0
10264,5,100,0
10264,6,135,0
10265,1,100,0
10265,2,135,3
10265,3,115,0
10265,4,85,0
10265,5,100,0
10265,6,135,0
10266,1,100,0
10266,2,135,3
10266,3,115,0
10266,4,85,0
10266,5,100,0
10266,6,135,0
10267,1,100,0
10267,2,135,3
10267,3,115,0
10267,4,85,0
10267,5,100,0
10267,6,135,0
10268,1,100,0
10268,2,85,0
10268,3,100,0
10268,4,135,3
10268,5,115,0
10268,6,135,0
10269,1,100,0
10269,2,85,0
10269,3,100,0
10269,4,135,3
10269,5,115,0
10269,6,135,0
10270,1,100,0
10270,2,85,0
10270,3,100,0
10270,4,135,3
10270,5,115,0
10270,6,135,0
10271,1,100,0
10271,2,85,0
10271,3,100,0
10271,4,135,3
10271,5,115,0
10271,6,135,0
10272,1,113,0
10272,2,70,3
10272,3,120,0
10272,4,135,0
10272,5,65,0
10272,6,52,0
10273,1,80,0
10273,2,120,3
10273,3,84,0
10273,4,60,0
10273,5,96,0
10273,6,110,0
10274,1,80,0
10274,2,120,3
10274,3,84,0
10274,4,60,0
10274,5,96,0
10274,6,110,0
10275,1,80,0
10275,2,120,3
10275,3,84,0
10275,4,60,0
10275,5,96,0
10275,6,110,0
10276,1,95,0
10276,2,95,0
10276,3,110,2
10276,4,105,0
10276,5,110,2
10276,6,85,0
10277,1,95,3
10277,2,95,0
10277,3,110,0
10277,4,105,0
10277,5,110,0
10277,6,85,0
